Word,Length,Use_rate
reprobation,11,222448
reproducer,10,312127
reproducibility,15,38693
reproduction,12,4955
reproduction_cost,16,394160
reproductive_cell,16,394161
reproductive_cloning,19,394162
reproductive_memory,18,394163
reproductive_organ,17,394164
reproductive_structure,21,394165
reproductive_system,18,394166
reproof,7,105484
reproval,8,394167
reprover,8,394168
reptantia,9,394169
reptile,7,21057
reptile_family,13,394170
reptile_genus,12,394171
reptilia,8,106257
reptilian,9,63739
republic,8,1501
republic_of_albania,17,394172
republic_of_angola,16,394173
republic_of_armenia,17,394174
republic_of_austria,17,394175
republic_of_belarus,17,394176
republic_of_benin,15,394177
republic_of_bolivia,17,394178
republic_of_bosnia_and_herzegovina,30,394179
republic_of_botswana,18,394180
republic_of_bulgaria,18,394181
republic_of_burundi,17,394182
republic_of_cameroon,18,394183
republic_of_cape_verde,19,394184
republic_of_chad,14,394185
republic_of_chile,15,394186
republic_of_china,15,394187
republic_of_colombia,18,394188
republic_of_costa_rica,19,394189
republic_of_cote_d'ivoire,22,394190
republic_of_croatia,17,394191
republic_of_cuba,14,394192
republic_of_cyprus,16,394193
republic_of_djibouti,18,394194
republic_of_ecuador,17,394195
republic_of_el_salvador,20,394196
republic_of_equatorial_guinea,26,394197
republic_of_estonia,17,394198
republic_of_fiji,14,394199
republic_of_finland,17,394200
republic_of_ghana,15,394201
republic_of_guatemala,19,394202
republic_of_guinea,16,394203
republic_of_guinea-bissau,23,394204
republic_of_haiti,15,394205
republic_of_honduras,18,394206
republic_of_hungary,17,394207
republic_of_iceland,17,394208
republic_of_india,15,394209
republic_of_indonesia,19,394210
republic_of_iraq,14,394211
republic_of_ireland,17,394212
republic_of_kazakhstan,20,394213
republic_of_kenya,15,394214
republic_of_kiribati,18,394215
republic_of_korea,15,394216
republic_of_latvia,16,394217
republic_of_liberia,17,394218
republic_of_lithuania,19,394219
republic_of_madagascar,20,394220
republic_of_malawi,16,394221
republic_of_maldives,18,394222
republic_of_mali,14,394223
republic_of_malta,15,394224
republic_of_mauritius,19,394225
republic_of_moldova,17,394226
republic_of_mozambique,20,394227
republic_of_namibia,17,394228
republic_of_nauru,15,394229
republic_of_nicaragua,19,394230
republic_of_niger,15,394231
republic_of_palau,15,394232
republic_of_panama,16,394233
republic_of_paraguay,18,394234
republic_of_peru,14,394235
republic_of_poland,16,394236
republic_of_san_marino,19,394237
republic_of_senegal,17,394238
republic_of_seychelles,20,394239
republic_of_sierra_leone,21,394240
republic_of_singapore,19,394241
republic_of_slovenia,18,394242
republic_of_south_africa,21,394243
republic_of_suriname,18,394244
republic_of_tajikistan,20,394245
republic_of_the_congo,18,394246
republic_of_the_gambia,19,394247
republic_of_the_marshall_islands,28,394248
republic_of_the_philippines,24,394249
republic_of_the_sudan,18,394250
republic_of_trinidad_and_tobago,27,394251
republic_of_tunisia,17,394252
republic_of_turkey,16,394253
republic_of_uganda,16,394254
republic_of_uzbekistan,20,394255
republic_of_vanuatu,17,394256
republic_of_venezuela,19,394257
republic_of_yemen,15,394258
republic_of_zambia,16,394259
republic_of_zimbabwe,18,394260
republican,10,4795
republican_guard,15,394261
republican_party,15,394262
republican_river,15,394263
republicanism,13,77514
republication,13,25241
republishing,12,89671
repudiation,11,53310
repugnance,10,143011
repulse,7,85740
repulsion,9,53901
repulsive_force,14,394264
repulsiveness,13,394265
repurchase,10,26210
reputability,12,394266
reputation,10,5708
repute,6,63580
request,7,627
requester,9,31619
requiem,7,24061
requiem_shark,12,394267
requiescat,10,326526
required_course,14,394268
requirement,11,3277
requirements_contract,20,394269
requisite,9,16399
requisiteness,13,394270
requisition,11,31826
requisition_form,15,394271
requital,8,307426
rerebrace,9,394272
reredos,7,394273
rerun,5,30752
res,3,3713
res_adjudicata,13,394274
res_gestae,9,394275
res_ipsa_loquitur,15,394276
res_judicata,11,394277
res_publica,10,394278
resale,6,14003
rescission,10,52079
rescript,8,394279
rescriptor,10,280206
rescue,6,4572
rescue_equipment,15,394280
rescue_operation,15,394281
rescue_party,11,394282
rescuer,7,65077
research,8,192
research_center,14,394283
research_colloquium,18,394284
research_director,16,394285
research_facility,16,394286
research_lab,11,394287
research_laboratory,18,394288
research_project,15,394289
research_rocket,14,394290
research_staff,13,394291
research_worker,14,394292
researcher,10,8938
reseau,6,105016
resection,9,31578
reseda,6,64619
reseda_luteola,13,394293
reseda_odorata,13,394294
resedaceae,10,394295
resemblance,11,25520
resentment,10,27532
reserpine,9,101577
reservation,11,3538
reserve,7,2268
reserve_account,14,394296
reserve_assets,13,394297
reserve_bank,11,394298
reserve_clause,13,394299
reserve_fund,11,394300
reserve_officers_training_corps,28,394301
reserves,8,4951
reservist,9,72080
reservoir,9,9402
reset,5,6164
reset_button,11,394302
resettlement,12,30256
resh,4,112302
reshipment,10,394303
resht,5,394304
reshuffle,9,64495
reshuffling,11,151303
resid,5,22365
residence,9,3921
residence_hall,13,394305
residence_time,13,394306
residency,9,11593
resident,8,3869
resident_commissioner,20,394307
resident_physician,17,394308
residential_area,15,394309
residential_district,19,394310
residual,8,10431
residual_clay,12,394311
residual_oil,11,394312
residual_soil,12,394313
residue,7,13084
residuum,8,192178
resignation,11,15150
resilience,10,24390
resiliency,10,50377
resin,5,10120
resinoid,8,394314
resistance,10,3656
resistance_pyrometer,19,394315
resistance_thermometer,21,394316
resistance_unit,14,394317
resister,8,134585
resisting_arrest,15,394318
resistivity,11,35966
resistor,8,19479
resoluteness,12,311468
resolution,10,1488
resolve,7,5981
resolvent,9,147093
resolving,9,14186
resolving_power,14,394319
resonance,9,11419
resonant_circuit,15,394320
resonating_chamber,17,394321
resonator,9,39245
resorcinol,10,166228
resorcinolphthalein,19,394322
resorption,10,65669
resort,6,1864
resort_area,10,394323
resort_hotel,11,394324
resource,8,804
resourcefulness,15,75367
respect,7,1701
respectability,14,64248
respecter,9,149144
respectfulness,14,394325
respects,8,11843
respighi,8,139720
respiration,11,23205
respirator,10,30548
respiratory_acidosis,19,394326
respiratory_alkalosis,20,394327
respiratory_center,17,394328
respiratory_disease,18,394329
respiratory_disorder,19,394330
respiratory_distress_syndrome,27,394331
respiratory_distress_syndrome_of_the_newborn,39,394332
respiratory_illness,18,394333
respiratory_infection,20,394334
respiratory_organ,16,394335
respiratory_quotient,19,394336
respiratory_rate,15,394337
respiratory_syncytial_virus,25,394338
respiratory_system,17,394339
respiratory_tract,16,394340
respiratory_tract_infection,25,394341
respite,7,22368
resplendence,12,394342
resplendency,12,394343
resplendent_quetzel,18,394344
resplendent_trogon,17,394345
respondent,10,6676
responder,9,22394
response,8,955
response_time,12,394346
responsibility,14,1487
responsibleness,15,394347
responsiveness,14,20924
rest,4,1547
rest-cure,9,394348
rest-harrow,11,394349
rest_area,8,394350
rest_day,7,394351
rest_energy,10,394352
rest_home,8,394353
rest_house,9,394354
rest_mass,8,394355
rest_period,10,394356
rest_stop,8,394357
restatement,11,40691
restaurant,10,1704
restaurant_attendant,19,394358
restaurant_chain,15,394359
restauranter,12,394360
restaurateur,12,89124
rester,6,137623
restfulness,11,394361
restharrow,10,394362
resting_potential,16,394363
resting_spore,12,394364
restitution,11,22740
restiveness,11,394365
restless_legs,12,394366
restless_legs_syndrome,20,394367
restlessness,12,47199
restoration,11,5345
restorative,11,26340
restorer,8,66634
restoril,8,103782
restrainer,10,394368
restraint,9,15035
restraint_of_trade,16,394369
restriction,11,7800
restriction_endonuclease,23,394370
restriction_enzyme,17,394371
restriction_fragment,19,394372
restriction_nuclease,19,394373
restriction_site,15,394374
restrictive_clause,17,394375
restrictiveness,15,238603
restroom,8,29547
result,6,611
resultant,9,23002
resultant_role,13,394376
resulting_trust,14,394377
resume,6,3548
resumption,10,32438
resurgence,10,35517
resurrection,12,13051
resurrection_fern,16,394378
resurrection_of_christ,20,394379
resurrection_plant,17,394380
resurvey,8,219320
resuscitation,13,32855
resuscitator,12,230708
resuspension,12,111772
retail,6,1410
retail_chain,11,394381
retail_merchant,14,394382
retail_price_index,16,394383
retail_store,11,394384
retailer,8,6107
retailing,9,10013
retained_object,14,394385
retainer,8,29525
retaining_wall,13,394386
retake,6,48633
retaking,8,122298
retaliation,11,23183
retaliator,10,394387
retaliatory_eviction,19,394388
retama,6,184770
retama_raetam,12,394389
retard,6,34071
retardant,9,34337
retardation,11,19789
retarded,8,20760
retarded_depression,18,394390
retardent,9,323868
retarding_force,14,394391
retch,5,175654
rete,4,42484
rete_malpighii,13,394392
rete_testis,10,394393
retem,5,394394
retention,9,6563
retention_basin,14,394395
retentiveness,13,394396
retentivity,11,394397
rethink,7,27004
reticence,9,94220
reticle,7,61280
reticular_activating_system,25,394398
reticular_formation,18,394399
reticulated_python,17,394400
reticulation,12,107925
reticule,8,93637
reticulitermes,14,394401
reticulitermes_flanipes,22,394402
reticulitermes_lucifugus,23,394403
reticulocyte,12,128772
reticuloendothelial_system,25,394404
reticulum,9,39780
retina,6,23052
retinal,7,23065
retinal_cone,11,394405
retinal_detachment,17,394406
retinal_purple,13,394407
retinal_rod,10,394408
retinal_scanning,15,394409
retinene,8,394410
retinitis,9,72808
retinoblastoma,14,66188
retinol,7,51138
retinopathy,11,41882
retinue,7,109150
retired_person,13,394411
retiree,7,28709
retirement,10,3308
retirement_account,17,394412
retirement_benefit,17,394413
retirement_check,15,394414
retirement_community,19,394415
retirement_complex,17,394416
retirement_fund,14,394417
retirement_pension,17,394418
retirement_plan,14,394419
retirement_program,17,394420
retirement_savings_account,24,394421
retirement_savings_plan,21,394422
retort,6,44630
retraction,10,44581
retractor,9,96076
retraining,10,37281
retread,7,109433
retreat,7,8206
retreatant,10,394423
retreated,9,40586
retrenchment,12,75551
retrial,7,76984
retribution,11,33262
retrieval,9,9128
retriever,9,16367
retro,5,7305
retrobulbar_neuritis,19,394424
retrofit,8,28621
retroflection,13,394425
retroflexion,12,394426
retrograde_amnesia,17,394427
retrogression,13,158119
retromandibular_vein,19,394428
retronym,8,394429
retrophyllum,12,394430
retrorocket,11,394431
retrospect,10,26262
retrospection,13,179976
retrospective,13,16400
retroversion,12,394432
retrovir,8,132552
retrovirus,10,70022
retrovision,11,394433
retsina,7,394434
return,6,357
return_address,13,394435
return_key,9,394436
return_on_invested_capital,23,394437
return_on_investment,18,394438
return_ticket,12,394439
returning_officer,16,394440
reuben,6,25818
reuben_lucius_goldberg,20,394441
reunification,13,36150
reunion,7,6789
reuptake,8,65411
reusable_program,15,394442
reusable_routine,15,394443
rev,3,5218
revaluation,11,37167
revealed_religion,16,394444
revealing,9,13047
reveille,8,101064
revel,5,37565
revelation,10,9572
revelation_of_saint_john_the_divine,30,394445
reveler,7,394446
reveller,8,394447
revelry,7,84913
revenant,8,108492
revenge,7,8299
revenue,7,2482
revenue_bond,11,394448
revenue_enhancement,18,394449
revenue_sharing,14,394450
revenue_stamp,12,394451
revenue_tariff,13,394452
revenuer,8,394453
reverberance,12,394454
reverberation,13,74626
reverberatory_furnace,20,394455
revere,6,24843
reverence,9,28041
reverend,8,17578
reverend_dodgson,15,394456
reverie,7,53834
revers,6,192656
reversal,8,15621
reverse,7,3815
reverse_fault,12,394457
reverse_gear,11,394458
reverse_hang,11,394459
reverse_lightning,16,394460
reverse_osmosis,14,394461
reverse_polish_notation,21,394462
reverse_split,12,394463
reverse_stock_split,17,394464
reverse_transcriptase,20,394465
reverse_transcriptase_inhibitor,29,394466
reversibility,13,88280
reversible,10,16004
reversible_process,17,394467
reversing_thermometer,20,394468
reversion,9,40939
reversionary_annuity,19,394469
reversioner,11,394470
reversionist,12,394471
reverting,9,52350
revery,6,394472
revetement,10,394473
revetment,9,118569
review,6,171
review_article,13,394474
review_copy,10,394475
reviewer,8,5112
reviewing_stand,14,394476
revilement,10,394477
revisal,7,394478
revise,6,12629
revised_standard_version,22,394479
revised_version,14,394480
reviser,7,100729
revising,8,22442
revision,8,2941
revisionism,11,77237
revisionist,11,52778
revitalisation,14,112612
revitalization,14,25325
revival,7,12420
revival_meeting,14,394481
revivalism,10,177116
revivalist,10,116258
revivification,14,394482
revocation,10,17108
revoke,6,22918
revolt,6,19292
revolution,10,3771
revolutionary,13,8186
revolutionary_armed_forces_of_colombia,34,394483
revolutionary_calendar,21,394484
revolutionary_calendar_month,26,394485
revolutionary_group,18,394486
revolutionary_justice_organization,32,394487
revolutionary_organization_17_november,35,394488
revolutionary_organization_of_socialist_muslims,43,394489
revolutionary_people's_liberation_front,36,394490
revolutionary_people's_liberation_party,36,394491
revolutionary_people's_struggle,29,394492
revolutionary_proletarian_army,28,394493
revolutionary_proletarian_initiative_nuclei,40,394494
revolutionary_proletarian_nucleus,31,394495
revolutionary_united_front,24,394496
revolutionism,13,394497
revolutionist,13,168121
revolutions_per_minute,20,394498
revolver,8,21847
revolving_charge_account,22,394499
revolving_credit,15,394500
revolving_door,13,394501
revolving_fund,13,394502
revue,5,22656
revulsion,9,67348
rewa-rewa,9,394503
reward,6,7439
rewording,9,140353
rewrite,7,14860
rewrite_man,10,394504
rewriter,8,81943
rewriting,9,24112
rex,3,10519
rex_begonia,10,394505
rex_harrison,11,394506
reye's_syndrome,14,394507
reyes,5,19501
reykjavik,9,34680
reynard,7,97891
reynolds,8,8357
rfd,3,44032
rh-negative_blood,16,394508
rh-negative_blood_type,20,394509
rh-positive_blood_type,20,394510
rh_antibody,10,394511
rh_factor,8,394512
rh_incompatibility,17,394513
rh_negative,10,394514
rh_positive,10,394515
rhabdomancer,12,394516
rhabdomancy,11,394517
rhabdomyoma,11,394518
rhabdomyosarcoma,16,97782
rhabdosarcoma,13,394519
rhabdoviridae,13,394520
rhabdovirus,11,394521
rhadamanthus,12,394522
rhaeto-romance,14,394523
rhaeto-romanic,14,394524
rhagades,8,394525
rhagoletis,10,394526
rhagoletis_pomonella,19,394527
rhamnaceae,10,256393
rhamnales,9,394528
rhamnus,7,152011
rhamnus_californicus,19,394529
rhamnus_carolinianus,19,394530
rhamnus_croceus,14,394531
rhamnus_frangula,15,394532
rhamnus_purshianus,17,394533
rhaphe,6,394534
rhapis,6,394535
rhapis_excelsa,13,394536
rhapis_humilis,13,394537
rhapsody,8,12517
rhd,3,65628
rhea,4,36864
rhea_americana,13,394538
rhea_silvia,10,394539
rheidae,7,394540
rheiformes,10,394541
rheims,6,28952
rheims-douay_bible,17,394542
rheims-douay_version,19,394543
rhein,5,49236
rheinland,9,71903
rhenish,7,200479
rhenium,7,115587
rheology,8,56549
rheometer,9,166876
rheostat,8,165853
rhesus,6,48950
rhesus_factor,12,394544
rhesus_monkey,12,394545
rhetoric,8,13286
rhetorical_device,16,394546
rhetorical_question,18,394547
rhetorician,11,229082
rheum,5,64120
rheum_australe,13,394548
rheum_cultorum,13,394549
rheum_emodi,10,394550
rheum_palmatum,13,394551
rheum_rhabarbarum,16,394552
rheum_rhaponticum,16,394553
rheumatic,9,35671
rheumatic_aortitis,17,394554
rheumatic_fever,14,394555
rheumatic_heart_disease,21,394556
rheumatism,10,48757
rheumatism_weed,14,394557
rheumatoid_arthritis,19,394558
rheumatoid_factor,16,394559
rheumatoid_spondylitis,21,394560
rheumatologist,14,120540
rheumatology,12,28653
rhexia,6,394561
rhibhus,7,394562
rhincodon,9,394563
rhincodon_typus,14,394564
rhincodontidae,14,394565
rhine,5,24092
rhine_river,10,394566
rhine_wine,9,394567
rhineland,9,75935
rhinencephalon,14,394568
rhinestone,10,20946
rhinion,7,394569
rhinitis,8,42752
rhino,5,14962
rhinobatidae,12,394570
rhinoceros,10,48446
rhinoceros_antiquitatis,22,394571
rhinoceros_beetle,16,394572
rhinoceros_family,16,394573
rhinoceros_unicornis,19,394574
rhinocerotidae,14,394575
rhinolaryngologist,18,394576
rhinolaryngology,16,394577
rhinolophidae,13,394578
rhinonicteris,13,394579
rhinonicteris_aurantius,22,394580
rhinopathy,10,394581
rhinophyma,10,394582
rhinoplasty,11,46490
rhinoptera,10,394583
rhinoptera_bonasus,17,394584
rhinorrhea,10,253059
rhinoscope,10,394585
rhinoscopy,10,394586
rhinosporidiosis,16,394587
rhinostenosis,13,394588
rhinotermitidae,15,394589
rhinotomy,9,394590
rhinotracheitis,15,328487
rhinovirus,10,108517
rhipsalis,9,394591
rhiptoglossa,12,394592
rhizobiaceae,12,394593
rhizobium,9,84799
rhizoctinia,11,394594
rhizoctinia_disease,18,394595
rhizoctinia_solani,17,394596
rhizoid,7,394597
rhizomatous_begonia,18,394598
rhizome,7,51460
rhizomorph,10,394599
rhizophora,10,245492
rhizophora_mangle,16,394600
rhizophoraceae,14,394601
rhizopod,8,394602
rhizopoda,9,394603
rhizopodan,10,394604
rhizopogon,10,394605
rhizopogon_idahoensis,20,394606
rhizopogonaceae,15,394607
rhizopus,8,216224
rhizopus_nigricans,17,394608
rhizopus_stolonifer,18,394609
rhizotomy,9,325100
rho,3,23009
rhodanthe,9,394610
rhodanthe_manglesii,18,394611
rhode_island,11,394612
rhode_island_bent,15,394613
rhode_island_red,14,394614
rhode_islander,13,394615
rhodes,6,11421
rhodes_grass,11,394616
rhodes_scholar,13,394617
rhodesia,8,45543
rhodesian_man,12,394618
rhodesian_ridgeback,18,394619
rhodium,7,28824
rhodochrosite,13,152544
rhododendron,12,45017
rhododendron_californicum,24,394620
rhododendron_maxima,18,394621
rhododendron_viscosum,20,394622
rhodolite,9,99822
rhodomontade,12,394623
rhodonite,9,161456
rhodope_mountains,16,394624
rhodophyceae,12,394625
rhodophyta,10,206015
rhodopsin,9,73126
rhodosphaera,12,394626
rhodosphaera_rhodanthema,23,394627
rhodymenia,10,394628
rhodymenia_palmata,17,394629
rhodymeniaceae,14,394630
rhoeadales,10,394631
rhomb,5,106624
rhombencephalon,15,394632
rhombohedron,12,394633
rhomboid,8,177762
rhomboid_minor_muscle,19,394634
rhomboid_muscle,14,394635
rhomboideus_major_muscle,22,394636
rhombus,7,90913
rhonchus,8,394637
rhone,5,31663
rhone-alpes,11,394638
rhone_river,10,394639
rhone_wine,9,394640
rhubarb,7,39524
rhubarb_pie,10,394641
rhubarb_plant,12,394642
rhumb,5,257961
rhumb_line,9,394643
rhumba,6,110561
rhus,4,90060
rhus_aromatica,13,394644
rhus_copallina,13,394645
rhus_dermatitis,14,394646
rhus_diversiloba,15,394647
rhus_glabra,10,394648
rhus_laurina,11,394649
rhus_ovata,9,394650
rhus_quercifolia,15,394651
rhus_radicans,12,394652
rhus_rhodanthema,15,394653
rhus_toxicodenedron,18,394654
rhus_trilobata,13,394655
rhus_typhina,11,394656
rhus_verniciflua,15,394657
rhus_vernix,10,394658
rhyacotriton,12,394659
rhyacotriton_olympicus,21,394660
rhyme,5,20531
rhyme_royal,10,394661
rhymer,6,153297
rhymester,9,394662
rhyming_slang,12,394663
rhynchocephalia,15,394664
rhynchoelaps,12,394665
rhynchoelaps_australis,21,394666
rhyncostylis,12,394667
rhynia,6,394668
rhyniaceae,10,394669
rhyolite,8,107408
rhythm,6,8028
rhythm_and_blues,14,394670
rhythm_and_blues_musician,22,394671
rhythm_method,12,394672
rhythm_method_of_birth_control,26,394673
rhythm_section,13,394674
rhythmic_pattern,15,394675
rhythmicity,11,232033
rhytidectomy,12,164315
rhytidoplasty,13,394676
rial,4,24606
riata,5,249505
rib,3,14549
rib_cage,7,394677
rib_joint_pliers,14,394678
rib_roast,8,394679
ribald,6,131181
ribaldry,8,394680
riband,6,211699
ribavirin,9,61789
ribband,7,394681
ribbed_toad,10,394682
ribbed_vault,11,394683
ribbing,7,78110
ribbon,6,7334
ribbon-leaved_water_plantain,26,394684
ribbon_development,17,394685
ribbon_fern,10,394686
ribbon_grass,11,394687
ribbon_snake,11,394688
ribbon_tree,10,394689
ribbon_worm,10,394690
ribbonfish,10,394691
ribbonwood,10,394692
ribes,5,104842
ribes_grossularia,16,394693
ribes_nigrum,11,394694
ribes_rubrum,11,394695
ribes_sanguineum,15,394696
ribes_sativum,12,394697
ribes_uva-crispa,15,394698
ribgrass,8,394699
ribhus,6,394700
ribier,6,394701
riboflavin,10,47664
ribonuclease,12,65454
ribonucleic_acid,15,394702
ribonucleinase,14,394703
ribose,6,52086
ribosome,8,46585
ribwort,7,394704
ricardo,7,17005
rice,4,3534
rice-grain_fritillary,20,394705
rice_beer,8,394706
rice_grass,9,394707
rice_paddy,9,394708
rice_paper,9,394709
rice_rat,7,394710
rice_weevil,10,394711
ricebird,8,394712
ricegrass,9,394713
ricer,5,156896
rich,4,2169
rich_man,7,394714
rich_people,10,394715
rich_person,10,394716
richard_adolph_zsigmondy,22,394717
richard_august_carl_emil_erlenmeyer,31,394718
richard_brinsley_sheridan,23,394719
richard_buckminster_fuller,24,394720
richard_burbage,14,394721
richard_burdon_haldane,20,394722
richard_burton,13,394723
richard_coeur_de_lion,18,394724
richard_d'oyly_carte,18,394725
richard_d._fosbury,16,394726
richard_e._byrd,13,394727
richard_e._smalley,16,394728
richard_errett_smalley,20,394729
richard_erskine_leakey,20,394730
richard_evelyn_byrd,17,394731
richard_feynman,14,394732
richard_haldane,14,394733
richard_henry_lee,15,394734
richard_henry_tawney,18,394735
richard_hooker,13,394736
richard_horatio_edgar_wallace,26,394737
richard_i,8,394738
richard_ii,9,394739
richard_iii,10,394740
richard_j._roberts,16,394741
richard_john_roberts,18,394742
richard_jordan_gatling,20,394743
richard_kuhn,11,394744
richard_leakey,13,394745
richard_lovelace,15,394746
richard_m._nixon,14,394747
richard_milhous_nixon,19,394748
richard_morris_hunt,17,394749
richard_neville,14,394750
richard_nixon,12,394751
richard_phillips_feynman,22,394752
richard_rodgers,14,394753
richard_roe,10,394754
richard_smalley,14,394755
richard_starkey,14,394756
richard_strauss,14,394757
richard_the_lion-hearted,22,394758
richard_the_lionheart,19,394759
richard_trevithick,17,394760
richard_upjohn,13,394761
richard_von_krafft-ebing,22,394762
richard_wagner,13,394763
richard_wright,13,394764
richards,8,9752
richardson,10,8443
richardson's_geranium,20,394765
richardson_ground_squirrel,24,394766
richardson_vole,14,394767
richea,6,394768
richea_dracophylla,17,394769
richea_pandanifolia,18,394770
richelieu,9,54752
riches,6,19660
richler,7,155134
richmond,8,4444
richmondena,11,394771
richmondena_cardinalis,21,394772
richness,8,22642
richter_scale,12,394773
richweed,8,394774
ricin,5,70969
ricin_toxin,10,394775
ricinoleic_acid,14,394776
ricinus,7,143794
ricinus_communis,15,394777
rick,4,4858
rickenbacker,12,72104
ricketiness,11,394778
rickets,7,75458
rickettsia,10,82976
rickettsiaceae,14,394779
rickettsial_disease,18,394780
rickettsiales,13,394781
rickettsialpox,14,394782
rickettsiosis,13,394783
rickey,6,47221
rickover,8,236186
rickrack,8,394784
ricksha,7,394785
rickshaw,8,65278
rico,4,4653
rico_act,7,394786
ricochet,8,47072
ricotta,7,49941
ricrac,6,394787
rictus,6,394788
riddance,8,49666
riddle,6,19762
riddle_canon,11,394789
ride,4,2968
rider,5,6702
rider_haggard,12,394790
rider_plate,10,394791
ridge,5,4352
ridge_rope,9,394792
ridge_tile,9,394793
ridgel,6,394794
ridgeline,9,61295
ridgeling,9,394795
ridgepole,9,394796
ridgil,6,394797
ridgling,8,394798
ridicule,8,31457
ridiculer,9,394799
ridiculousness,14,149795
riding,6,4506
riding_bitt,10,394800
riding_boot,10,394801
riding_breeches,14,394802
riding_crop,10,394803
riding_habit,11,394804
riding_horse,11,394805
riding_lamp,10,394806
riding_light,11,394807
riding_master,12,394808
riding_mower,11,394809
riding_school,12,394810
ridley,6,25612
riel,4,33166
riemann,7,39890
riemannian_geometry,18,394811
riesling,8,36940
riesman,7,290939
rifadin,7,185461
rifampin,8,66300
riff,4,22575
riffian,7,394812
riffle,6,70369
riffraff,8,195498
rifle,5,10008
rifle_ball,9,394813
rifle_butt,9,394814
rifle_grenade,12,394815
rifle_range,10,394816
rifle_shot,9,394817
riflebird,9,394818
rifleman,8,67156
rifleman_bird,12,394819
rifling,7,125403
rift,4,24621
rift_valley,10,394820
rift_valley_fever,15,394821
rig,3,14311
rig-veda,8,394822
riga,4,22362
rigamarole,10,394823
rigatoni,8,135150
rigel,5,66994
rigger,6,69582
rigger_brush,11,394824
rigging,7,22664
riggs'_disease,13,394825
right,5,234
right-angled_triangle,20,394826
right-hand_man,13,394827
right-handed_pitcher,19,394828
right-handedness,16,394829
right-hander,12,394830
right-winger,12,394831
right_angle,10,394832
right_ascension,14,394833
right_atrioventricular_valve,26,394834
right_atrium,11,394835
right_atrium_of_the_heart,21,394836
right_bank,9,394837
right_brain,10,394838
right_coronary_artery,19,394839
right_field,10,394840
right_fielder,12,394841
right_gastric_artery,18,394842
right_gastric_vein,16,394843
right_hand,9,394844
right_hander,11,394845
right_hemisphere,15,394846
right_of_action,13,394847
right_of_election,15,394848
right_of_entry,12,394849
right_of_first_publication,23,394850
right_of_offset,13,394851
right_of_privacy,14,394852
right_of_re-entry,15,394853
right_of_search,13,394854
right_of_way,10,394855
right_stage,10,394856
right_to_an_attorney,17,394857
right_to_confront_accusors,23,394858
right_to_due_process,17,394859
right_to_liberty,14,394860
right_to_life,11,394861
right_to_privacy,14,394862
right_to_speedy_and_public_trial_by_jury,33,394863
right_to_the_pursuit_of_happiness,28,394864
right_to_vote,11,394865
right_triangle,13,394866
right_ventricle,14,394867
right_whale,10,394868
right_wing,9,394869
righteousness,13,17802
righteye_flounder,16,394870
righteyed_flounder,17,394871
rightfield,10,284529
rightfulness,12,394872
righthander,11,170153
rightism,8,394873
rightist,8,99220
rightness,9,93606
rights_issue,11,394874
rights_offering,14,394875
rigidification,14,394876
rigidifying,11,394877
rigidity,8,31409
rigidness,9,394878
rigil,5,394879
rigil_kent,9,394880
rigmarole,9,213053
rigor,5,38903
rigor_mortis,11,394881
rigorousness,12,394882
rigour,6,64493
rigourousness,13,394883
rigout,6,394884
rijstafel,9,394885
rijstaffel,10,394886
rijsttaffel,11,394887
riksmaal,8,394888
riksmal,7,394889
riley,5,10861
riley_b_king,10,394890
rilievo,7,394891
rilke,5,78829
rill,4,101773
rim,3,7906
rim_blight,9,394892
rima,4,71684
rima_glottidis,13,394893
rima_oris,8,394894
rima_pudendi,11,394895
rima_respiratoria,16,394896
rima_vestibuli,13,394897
rima_vocalis,11,394898
rima_vulvae,10,394899
rimactane,9,261211
rimbaud,7,84078
rime,4,63848
rimski-korsakov,15,394900
rimsky-korsakov,15,394901
rimu,4,135467
rind,4,43572
rinderpest,10,160027
ring,4,1517
ring-a-rosy,11,394902
ring-around-a-rosy,18,394903
ring-around-the-rosy,20,394904
ring-binder,11,394905
ring-necked_parakeet,19,394906
ring-necked_pheasant,19,394907
ring-necked_snake,16,394908
ring-stalked_fungus,18,394909
ring-tailed_cat,14,394910
ring-tailed_lemur,16,394911
ring_armor,9,394912
ring_armour,10,394913
ring_blackbird,13,394914
ring_containment,15,394915
ring_dance,9,394916
ring_disease,11,394917
ring_finger,10,394918
ring_girl,8,394919
ring_lardner,11,394920
ring_mail,8,394921
ring_of_color,11,394922
ring_ouzel,9,394923
ring_road,8,394924
ring_rot,7,394925
ring_rot_bacteria,15,394926
ring_rot_fungus,13,394927
ring_snake,9,394928
ring_thrush,10,394929
ring_vaccination,15,394930
ringdove,8,394931
ringed_snake,11,394932
ringer,6,15542
ringer's_solution,16,394933
ringer_solution,14,394934
ringgit,7,27964
ringgold_wilmer_lardner,21,394935
ringhals,8,394936
ringing,7,16813
ringleader,10,94638
ringlet,7,183810
ringlet_butterfly,16,394937
ringling,8,56430
ringmaster,10,72823
ringneck_snake,13,394938
ringo_starr,10,394939
rings,5,2763
ringside,8,62218
ringside_seat,12,394940
ringtail,8,166808
ringway,7,178349
ringworm,8,62467
ringworm_bush,12,394941
ringworm_cassia,14,394942
ringworm_shrub,13,394943
rink,4,22985
rinkhals,8,394944
rinse,5,18173
rinsing,7,50411
rio,3,5291
rio_bravo,8,394945
rio_de_janeiro,12,394946
