Word,Length,Use_rate
potful,6,390662
pothead,7,146886
pother,6,390663
potherb,7,390664
potholder,9,173087
pothole,7,74877
potholer,8,390665
pothook,7,390666
pothos,6,215727
pothouse,8,390667
pothunter,9,390668
potion,6,30115
potlatch,8,77143
potluck,7,31419
potman,6,390669
potomac,7,21244
potomac_river,12,390670
potomania,9,390671
potoroinae,10,390672
potoroo,7,390673
potorous,8,390674
potos,5,117847
potos_caudivolvulus,18,390675
potos_flavus,11,390676
potpie,6,390677
potpourri,9,32294
potsdam,7,31380
potsdam_conference,17,390678
potsherd,8,390679
potshot,7,265733
pott's_disease,13,390680
pottage,7,165290
potter,6,3468
potter's_clay,12,390681
potter's_earth,13,390682
potter's_field,13,390683
potter's_wheel,13,390684
potter_bee,9,390685
potter_wasp,10,390686
potterer,8,390687
pottery,7,4486
pottle,6,222568
potto,5,390688
potty,5,21700
potty_chair,10,390689
potty_seat,9,390690
potyokin,8,390691
pouch,5,11552
pouched_mammal,13,390692
pouched_mole,11,390693
pouched_mouse,12,390694
pouched_rat,10,390695
poudrin,7,390696
pouf,4,179453
pouf_paste,9,390697
pouffe,6,390698
poulenc,7,71408
poulet,6,97134
poulette,8,390699
poulterer,9,390700
poultice,8,129428
poultry,7,9874
poultryman,10,390701
pounce,6,58699
pound,5,4910
pound_cake,9,390702
pound_net,8,390703
pound_sign,9,390704
pound_sterling,13,390705
poundage,8,160892
poundal,7,390706
pounder,7,48236
pounding,8,19316
pounds_per_square_inch,19,390707
pourboire,9,390708
pousse-cafe,11,390709
poussin,7,108339
pout,4,53560
pouter,6,390710
pouter_pigeon,12,390711
pouteria,8,390712
pouteria_campechiana_nervosa,26,390713
pouteria_zapota,14,390714
poverty,7,3761
poverty_grass,12,390715
poverty_level,12,390716
poverty_line,11,390717
poverty_trap,11,390718
pow,3,15652
pow_camp,7,390719
powder,6,5200
powder-post_termite,18,390720
powder_and_shot,13,390721
powder_blue,10,390722
powder_compact,13,390723
powder_flask,11,390724
powder_horn,10,390725
powder_keg,9,390726
powder_magazine,14,390727
powder_metallurgy,16,390728
powder_method,12,390729
powder_monkey,12,390730
powder_photography,17,390731
powder_room,10,390732
powder_store,11,390733
powder_technique,15,390734
powdered_ginger,14,390735
powdered_milk,12,390736
powdered_mustard,15,390737
powdered_sugar,13,390738
powderer,8,390739
powderiness,11,390740
powderpuff,10,84748
powdery_mildew,13,390741
powell,6,6696
power,5,307
power-assisted_steering,22,390742
power-station_worker,19,390743
power_brake,10,390744
power_breakfast,14,390745
power_broker,11,390746
power_cable,10,390747
power_company,12,390748
power_cord,9,390749
power_couple,11,390750
power_dive,9,390751
power_drill,10,390752
power_failure,12,390753
power_grid,9,390754
power_hammer,11,390755
power_hunger,11,390756
power_law,8,390757
power_line,9,390758
power_loading,12,390759
power_loom,9,390760
power_meter,10,390761
power_module,11,390762
power_mower,10,390763
power_of_appointment,18,390764
power_of_attorney,15,390765
power_outage,11,390766
power_pack,9,390767
power_plant,10,390768
power_play,9,390769
power_point,10,390770
power_politics,13,390771
power_pylon,10,390772
power_saw,8,390773
power_series,11,390774
power_service,12,390775
power_shovel,11,390776
power_station,12,390777
power_steering,13,390778
power_structure,14,390779
power_system,11,390780
power_takeoff,12,390781
power_tool,9,390782
power_train,10,390783
power_trip,9,390784
power_unit,9,390785
power_user,9,390786
power_walking,12,390787
power_worker,11,390788
powerboat,9,53529
powerbroker,11,390789
powerfulness,12,390790
powerhouse,10,21952
powerlessness,13,73354
powhatan,8,58176
powwow,6,70067
powys,5,29055
pox,3,35073
poxvirus,8,216670
poyang,6,390791
poyou,5,390792
pozsony,7,390793
ppk,3,73080
pplo,4,390794
ppp,3,10234
pr_man,5,390795
practicability,14,128406
practicableness,15,390796
practical_application,20,390797
practical_joke,13,390798
practical_joker,14,390799
practical_nurse,14,390800
practical_politics,17,390801
practicality,12,39099
practice,8,956
practice_game,12,390802
practice_of_law,13,390803
practice_of_medicine,18,390804
practice_range,13,390805
practice_session,15,390806
practice_teacher,15,390807
practician,10,390808
practitioner,12,9561
praenomen,9,390809
praesidium,10,216759
praetor,7,126688
praetorian,10,68860
praetorian_guard,15,390810
praetorium,10,390811
praetorship,11,390812
prag,4,36950
pragmatic,9,19905
pragmatic_sanction,17,390813
pragmatics,10,57607
pragmatism,10,45692
pragmatist,10,96572
prague,6,6489
praha,5,27742
praia,5,37073
prairia_sabbatia,15,390814
prairial,8,390815
prairie,7,6788
prairie_anemone,14,390816
prairie_aster,12,390817
prairie_berry,12,390818
prairie_bird's-foot_trefoil,25,390819
prairie_chicken,14,390820
prairie_coneflower,17,390821
prairie_cordgrass,16,390822
prairie_crab,11,390823
prairie_dock,11,390824
prairie_dog,10,390825
prairie_fire,11,390826
prairie_fowl,11,390827
prairie_fox,10,390828
prairie_gentian,14,390829
prairie_golden_aster,18,390830
prairie_gourd,12,390831
prairie_gourd_vine,16,390832
prairie_grass,12,390833
prairie_grouse,13,390834
prairie_lotus,12,390835
prairie_mallow,13,390836
prairie_marmot,13,390837
prairie_mimosa,13,390838
prairie_orchid,13,390839
prairie_rattler,14,390840
prairie_rattlesnake,18,390841
prairie_rocket,13,390842
prairie_sage,11,390843
prairie_sagewort,15,390844
prairie_schooner,15,390845
prairie_smoke,12,390846
prairie_soil,11,390847
prairie_star,11,390848
prairie_state,12,390849
prairie_sunflower,16,390850
prairie_trefoil,14,390851
prairie_trillium,15,390852
prairie_vole,11,390853
prairie_wagon,12,390854
prairie_wake-robin,17,390855
prairie_white-fringed_orchid,26,390856
prairie_white-fringed_orchis,26,390857
prairie_willow,13,390858
prairie_wolf,11,390859
praise,6,6760
praiseworthiness,16,390860
praisworthiness,15,390861
prajapati,9,229523
prakrit,7,247515
praline,7,86397
pram,4,36246
prance,6,111189
prancer,7,202303
prang,5,127702
prank,5,29414
prankishness,12,390862
prankster,9,89258
praseodymium,12,179516
prat,4,58813
prate,5,231985
prater,6,51356
pratfall,8,390863
pratincole,10,308236
prattle,7,102071
prattler,8,390864
praunus,7,390865
pravachol,9,61558
pravastatin,11,81016
prawn,5,39021
praxis,6,25988
praxiteles,10,290278
praya,5,304679
prayer,6,4201
prayer_beads,11,390866
prayer_book,10,390867
prayer_mat,9,390868
prayer_meeting,13,390869
prayer_of_azariah_and_song_of_the_three_children,40,390870
prayer_rug,9,390871
prayer_service,13,390872
prayer_shawl,11,390873
prayer_wheel,11,390874
prayerbook,10,224487
praying_mantid,13,390875
praying_mantis,13,390876
prazosin,8,106991
prc,3,17358
pre-eclampsia,13,390877
pre-empt,8,390878
pre-emption,11,390879
pre-emptive_strike,17,390880
pre-emptor,10,390881
pre-raphaelite,14,390882
pre-socratic,12,390883
preacher,8,18982
preacher_man,11,390884
preachification,15,390885
preaching,9,16586
preachment,10,390886
preakness,9,74226
preamble,8,21419
prearrangement,14,326817
prebend,7,390887
prebendary,10,390888
precambrian,11,74771
precambrian_aeon,15,390889
precambrian_eon,14,390890
precambrian_period,17,390891
precariousness,14,205293
precaution,10,32074
precava,7,390892
precedence,10,15084
precedency,10,390893
precedent,9,16696
precentor,9,390894
precentorship,13,390895
precentral_gyrus,15,390896
precept,7,40342
preceptor,9,59693
preceptorship,13,131080
precession,10,69726
precession_of_the_equinoxes,24,390897
prechlorination,15,390898
precinct,8,15388
preciosity,10,390899
precious_coral,13,390900
precious_metal,13,390901
precious_stone,13,390902
preciousness,12,176261
precipice,9,70243
precipitance,12,390903
precipitancy,12,390904
precipitant,11,285789
precipitate,11,41439
precipitateness,15,390905
precipitation,13,8036
precipitator,12,164742
precipitin,10,165150
precipitousness,15,390906
precis,6,71378
preciseness,11,250338
precision,9,4949
precision_cookie,15,390907
precision_rifle,14,390908
preclinical_phase,16,390909
preclinical_test,15,390910
preclinical_trial,16,390911
preclusion,10,114935
precocious_dentition,19,390912
precociousness,14,390913
precocity,9,258688
precognition,12,143667
preconceived_idea,16,390914
preconceived_notion,18,390915
preconceived_opinion,19,390916
preconception,13,59169
precondition,12,38718
precordium,10,390917
precursor,9,14168
predation,9,33754
predator,8,12258
predatory_animal,15,390918
predecessor,11,17648
predestinarian,14,390919
predestinarianism,17,390920
predestination,14,79313
predestinationist,17,390921
predetermination,16,242286
predicament,11,38996
predicate,9,18685
predicate_calculus,17,390922
predication,11,111974
predicator,10,390923
predictability,14,32502
prediction,10,7912
predictor,9,22097
predictor_variable,17,390924
predilection,12,87496
predisposition,14,46618
prednisolone,12,64431
prednisone,10,35032
predominance,12,55971
predomination,13,390925
preeclampsia,12,74579
preemie,7,61431
preeminence,11,102757
preemployment_training_program,28,390926
preempt,7,50415
preemption,10,35109
preemptive_bid,13,390927
preemptive_right,15,390928
preemptor,9,390929
preen_gland,10,390930
preexistence,12,390931
prefab,6,56738
prefabrication,14,185250
preface,7,15499
prefect,7,44051
prefecture,10,26310
preference,10,5817
preference_shares,16,390932
preferment,10,194843
preferred_shares,15,390933
preferred_stock,14,390934
prefiguration,13,390935
prefix,6,8372
prefix_notation,14,390936
prefixation,11,390937
preformation,12,390938
prefrontal_cortex,16,390939
prefrontal_leucotomy,19,390940
prefrontal_leukotomy,19,390941
prefrontal_lobe,14,390942
prefrontal_lobotomy,18,390943
pregnancy,9,3287
pregnancy_test,13,390944
pregnanediol,12,390945
pregnant_chad,12,390946
prehension,10,237676
prehensor,9,390947
prehistoric_culture,18,390948
prehistory,10,40219
preindication,13,390949
preinvasive_cancer,17,390950
prejudgement,12,390951
prejudgment,11,112006
prejudice,9,10456
prelacy,7,390952
prelate,7,88268
prelature,9,253714
prelim,6,40661
preliminary,11,5048
preliminary_exam,15,390953
preliminary_examination,22,390954
preliminary_prospectus,21,390955
prelims,7,44715
prelone,7,390956
prelude,7,15833
premature_baby,13,390957
premature_ejaculation,20,390958
premature_infant,15,390959
premature_labor,14,390960
premature_labour,15,390961
premature_ventricular_contraction,31,390962
prematureness,13,390963
prematurity,11,69930
premeditation,13,133423
premenstrual_syndrome,20,390964
premie,6,165356
premier,7,3564
premiere,8,8022
premiership,11,16514
premise,7,13500
premises,8,6271
premiss,7,187260
premium,7,2083
premium_bond,11,390965
premix,6,90043
premolar,8,213669
premonition,11,79918
prenanthes,10,390966
prenanthes_alba,14,390967
prenanthes_purpurea,18,390968
prenanthes_serpentaria,21,390969
prenatal_diagnosis,17,390970
prentice,8,14875
preoccupancy,12,390971
preoccupation,13,44983
preordination,13,390972
prep,4,7035
prep_school,10,390973
preparation,11,3055
preparation_fire,15,390974
preparatory_school,17,390975
preparedness,12,12708
prepayment,10,27989
preponderance,13,38913
preposition,11,60111
prepositional_object,19,390976
prepositional_phrase,19,390977
prepossession,13,390978
prepotency,10,390979
prepuberty,10,390980
prepuce,7,216496
prepyloric_vein,14,390981
prerequisite,12,8620
prerogative,11,37800
pres_young,9,390982
presage,7,68716
presbyope,9,390983
presbyopia,10,108192
presbyter,9,130363
presbyterian,12,13186
presbyterian_church,18,390984
presbyterianism,15,179071
presbytery,10,43841
presbytes,9,390985
presbytes_entellus,17,390986
preschool,9,10167
preschooler,11,55165
prescience,10,137715
prescott,8,15925
prescript,9,236048
prescription,12,2962
prescription_drug,16,390987
prescription_medicine,20,390988
prescriptive_grammar,19,390989
prescriptive_linguistics,23,390990
prescriptivism,14,390991
preseason,9,28826
presence,8,2782
presence_chamber,15,390992
presence_of_mind,14,390993
presenile_dementia,17,390994
present,7,805
present_moment,13,390995
present_participle,17,390996
present_perfect,14,390997
present_perfect_tense,19,390998
present_progressive,18,390999
present_progressive_tense,23,391000
present_tense,12,391001
present_times,12,391002
presentation,12,2161
presenter,9,14674
presentiment,12,195175
presentism,10,391003
presentist,10,391004
presentment,11,69813
presentness,11,391005
preservation,12,6460
preservationist,15,169157
preservative,12,36852
preserve,8,6750
preserver,9,82068
preserves,9,17754
presidency,10,11655
president,9,688
president_abraham_lincoln,23,391006
president_adams,14,391007
president_andrew_johnson,22,391008
president_arthur,15,391009
president_benjamin_harrison,25,391010
president_buchanan,17,391011
president_bush,13,391012
president_carter,15,391013
president_cleveland,18,391014
president_clinton,16,391015
president_coolidge,17,391016
president_eisenhower,19,391017
president_fillmore,17,391018
president_ford,13,391019
president_franklin_roosevelt,26,391020
president_garfield,17,391021
president_george_w._bush,21,391022
president_grant,14,391023
president_harding,16,391024
president_harrison,17,391025
president_hayes,14,391026
president_hoover,15,391027
president_jefferson,18,391028
president_john_adams,18,391029
president_john_f._kennedy,22,391030
president_john_quincy_adams,24,391031
president_johnson,16,391032
president_kennedy,16,391033
president_lincoln,16,391034
president_lyndon_johnson,22,391035
president_madison,16,391036
president_mckinley,17,391037
president_monroe,15,391038
president_nixon,14,391039
president_of_the_united_states,26,391040
president_pierce,15,391041
president_polk,13,391042
president_reagan,15,391043
president_roosevelt,18,391044
president_taft,13,391045
president_taylor,15,391046
president_theodore_roosevelt,26,391047
president_truman,15,391048
president_tyler,14,391049
president_van_buren,17,391050
president_washington,19,391051
president_william_henry_harrison,29,391052
president_wilson,15,391053
presidential_directive,21,391054
presidential_term,16,391055
presidents'_day,14,391056
presidentship,13,391057
presiding_officer,16,391058
presidio,8,36664
presidium,9,90298
presley,7,11436
press,5,422
press-up,8,391059
press_agency,11,391060
press_agent,10,391061
press_association,16,391062
press_box,8,391063
press_clipping,13,391064
press_conference,15,391065
press_corps,10,391066
press_cutting,12,391067
press_gallery,12,391068
press_gang,9,391069
press_lord,9,391070
press_of_canvas,13,391071
press_of_sail,11,391072
press_photographer,17,391073
press_release,12,391074
press_run,8,391075
press_stud,9,391076
pressburg,9,391077
pressing,8,8740
pressman,8,60658
pressmark,9,391078
pressor,7,124284
pressure,8,1608
pressure-feed_lubricating_system,30,391079
pressure_cabin,13,391080
pressure_cooker,14,391081
pressure_dome,12,391082
pressure_feed,12,391083
pressure_gage,12,391084
pressure_gauge,13,391085
pressure_group,13,391086
pressure_level,13,391087
pressure_point,13,391088
pressure_sensation,17,391089
pressure_sore,12,391090
pressure_suit,12,391091
pressure_unit,12,391092
pressurized_water_reactor,23,391093
prestidigitation,16,263016
prestidigitator,15,391094
prestige,8,11029
prestigiousness,15,391095
presumption,11,20482
presumptuousness,16,391096
presupposition,14,88369
preteen,7,13837
preteenager,11,391097
pretence,8,63572
pretend,7,13188
pretender,9,55561
pretending,10,22910
pretense,8,48205
pretension,10,88030
pretentiousness,15,175168
preterist,9,154695
preterit,8,391098
preterite,9,196632
preterition,11,391099
preterm_baby,11,391100
preterm_infant,13,391101
pretermission,13,391102
pretext,7,35820
pretor,6,391103
pretoria,8,18548
pretorium,9,391104
pretrial,8,37940
pretrial_conference,18,391105
prettiness,10,186557
pretzel,7,49576
preussen,8,196262
prevacid,8,20647
prevailing_party,15,391106
prevailing_westerly,18,391107
prevailing_wind,14,391108
prevalence,10,10897
prevarication,13,218824
prevaricator,12,391109
preventative,12,23847
prevention,10,2775
preventive,10,11695
preventive_attack,16,391110
preventive_medicine,18,391111
preventive_strike,16,391112
preview,7,2805
previous_question,16,391113
prevision,9,259305
prevue,6,192719
prexy,5,304496
prey,4,12727
priacanthidae,13,391114
priacanthus,11,391115
priacanthus_arenatus,19,391116
priam,5,101264
priapism,8,142968
priapus,7,199992
price,5,101
price-fixing,12,391117
price-to-earnings_ratio,22,391118
price_bracket,12,391119
price_competition,16,391120
price_control,12,391121
price_cut,8,391122
price_cutting,12,391123
price_floor,10,391124
price_freeze,11,391125
price_gouging,12,391126
price_increase,13,391127
price_index,10,391128
price_level,10,391129
price_list,9,391130
price_of_admission,16,391131
price_reduction,14,391132
price_support,12,391133
price_tag,8,391134
price_war,8,391135
pricelessness,13,391136
pricing,7,1867
pricing_system,13,391137
prick,5,28087
pricker,7,391138
pricket,7,391139
pricking,8,107379
prickle,7,184250
prickle-weed,12,391140
prickle_cell,11,391141
prickleback,11,391142
prickliness,11,391143
prickling,9,238205
prickly-edged_leaf,17,391144
prickly-seeded_spinach,21,391145
prickly_ash,10,391146
prickly_custard_apple,19,391147
prickly_heat,11,391148
prickly_lettuce,14,391149
prickly_pear,11,391150
prickly_pear_cactus,17,391151
prickly_pine,11,391152
prickly_poppy,12,391153
prickly_shield_fern,17,391154
prickteaser,11,391155
pride,5,4700
pride-of-india,14,391156
pride_of_barbados,15,391157
pride_of_bolivia,14,391158
pride_of_california,17,391159
pride_of_place,12,391160
pridefulness,12,391161
prie-dieu,9,391162
priest,6,7708
priest-doctor,13,391163
priest-penitent_privilege,24,391164
priestcraft,11,391165
priestess,9,47680
priesthood,10,28451
priestley,9,57102
prig,4,261378
priggishness,12,391166
prilosec,8,26682
prima,5,13502
prima_ballerina,14,391167
prima_donna,10,391168
primacy,7,41775
primality,9,122164
primaquine,10,201458
primary,7,1243
primary_amenorrhea,17,391169
primary_atypical_pneumonia,24,391170
primary_care,11,391171
primary_care_physician,20,391172
primary_care_provider,19,391173
primary_cell,11,391174
primary_censorship,17,391175
primary_coil,11,391176
primary_color,12,391177
primary_color_for_light,20,391178
primary_color_for_pigments,23,391179
primary_colour,13,391180
primary_colour_for_light,21,391181
primary_colour_for_pigments,24,391182
primary_dentition,16,391183
primary_dysmenorrhea,19,391184
primary_election,15,391185
primary_feather,14,391186
primary_health_care,17,391187
primary_quill,12,391188
primary_school,13,391189
primary_sex_character,19,391190
primary_sex_characteristic,24,391191
primary_sexual_characteristic,27,391192
primary_solid_solution,20,391193
primary_subtractive_color_for_light,31,391194
primary_subtractive_colour_for_light,32,391195
primary_syphilis,15,391196
primary_tooth,12,391197
primary_winding,14,391198
primate,7,25625
primates,8,26113
primateship,11,391199
primatology,11,149391
primaxin,8,391200
prime,5,2108
prime_factor,11,391201
prime_interest_rate,17,391202
prime_meridian,13,391203
prime_minister,13,391204
prime_mover,10,391205
prime_number,11,391206
prime_of_life,11,391207
prime_quantity,13,391208
prime_time,9,391209
primer,6,10248
primer_coat,10,391210
primidone,9,148944
primigravida,12,391211
priming,7,33085
priming_coat,11,391212
primipara,9,391213
primitive,9,10591
primitive_art,12,391214
primitive_person,15,391215
primitiveness,13,391216
primitivism,11,135359
primness,8,391217
primo,5,27694
primogenitor,12,391218
primogeniture,13,234941
primordial_dwarf,15,391219
primordium,10,188047
primping,8,293465
primrose,8,26830
primrose_family,14,391220
primrose_jasmine,15,391221
primrose_path,12,391222
primula,7,94050
primula_auricula,15,391223
primula_elatior,14,391224
primula_polyantha,16,391225
primula_sinensis,15,391226
primula_veris,12,391227
primula_vulgaris,15,391228
primulaceae,11,262063
primulales,10,391229
primum_mobile,12,391230
primus,6,30030
primus_stove,11,391231
prince,6,3200
prince's-feather,16,391232
prince's-plume,14,391233
prince's_pine,12,391234
prince-of-wales'-heath,22,391235
prince-of-wales_feather,22,391236
prince-of-wales_fern,19,391237
prince-of-wales_plume,20,391238
prince_albert,12,391239
prince_albert's_yew,17,391240
prince_albert_yew,15,391241
prince_charles,13,391242
prince_charming,14,391243
prince_consort,13,391244
prince_edward,12,391245
prince_edward_island,18,391246
prince_eugene_of_savoy,19,391247
prince_fumimaro_konoe,19,391248
prince_fumimaro_konoye,20,391249
prince_klemens_wenzel_nepomuk_lothar_von_metternich,45,391250
prince_of_darkness,16,391251
prince_of_smolensk,16,391252
prince_of_wales,13,391253
prince_of_wales_heath,18,391254
prince_otto_eduard_leopold_von_bismarck,34,391255
prince_otto_von_bismarck,21,391256
prince_peter_kropotkin,20,391257
prince_philip,12,391258
prince_rupert,12,391259
princedom,9,391260
princeling,10,391261
princess,8,4517
princess_diana,13,391262
princess_feather,15,391263
princess_grace_of_monaco,21,391264
princess_of_wales,15,391265
princess_pine,12,391266
princess_royal,13,391267
princeton,9,7234
princeton_university,19,391268
princeton_wordnet,16,391269
princewood,10,391270
principal,9,2831
principal_axis,13,391271
principal_diagonal,17,391272
principal_investigator,21,391273
principal_sum,12,391274
principality,12,49709
principality_of_andorra,21,391275
principality_of_liechtenstein,27,391276
principality_of_monaco,20,391277
principalship,13,155916
principe,8,13133
principen,9,391278
principle,9,4225
principle_of_equivalence,22,391279
principle_of_liquid_displacement,29,391280
principle_of_parsimony,20,391281
principle_of_relativity,21,391282
principle_of_superposition,24,391283
prinia,6,200386
prinival,8,391284
print,5,427
print_buffer,11,391285
print_media,10,391286
print_run,8,391287
print_seller,11,391288
print_shop,9,391289
printed_circuit,14,391290
printed_symbol,13,391291
printer,7,1066
printer's_devil,14,391292
printer's_ink,12,391293
printer_cable,12,391294
printing,8,2294
printing_business,16,391295
printing_company,15,391296
printing_concern,15,391297
printing_ink,11,391298
printing_machine,15,391299
printing_operation,17,391300
printing_press,13,391301
printing_process,15,391302
printing_shop,12,391303
printing_unit,12,391304
printmaker,10,100138
printmaking,11,33354
printout,8,29288
priodontes,10,391305
priodontes_giganteus,19,391306
prion,5,44454
prionace,8,282830
prionace_glauca,14,391307
prionotus,9,391308
prionotus_carolinus,18,391309
prior,5,1289
prioress,8,177077
priority,8,2424
priority_processing,18,391310
priorship,9,391311
priory,6,30559
priscoan,8,391312
priscoan_aeon,12,391313
priscoan_eon,11,391314
prism,5,14862
prism_spectroscope,17,391315
prismatoid,10,391316
prismoid,8,391317
prison,6,4390
prison-breaking,15,391318
prison_camp,10,391319
prison_cell,10,391320
prison_chaplain,14,391321
prison_farm,10,391322
prison_guard,11,391323
prison_house,11,391324
prison_term,10,391325
prisonbreak,11,391326
prisoner,8,9907
prisoner's_base,14,391327
prisoner_of_war,13,391328
prisoner_of_war_camp,17,391329
prisoner_of_war_censorship,23,391330
pristidae,9,391331
pristis,7,391332
pristis_pectinatus,17,391333
pritzelago,10,391334
pritzelago_alpina,16,391335
privacy,7,175
private,7,397
private_citizen,14,391336
private_corporation,18,391337
private_detective,16,391338
private_enterprise,17,391339
private_eye,10,391340
private_foundation,17,391341
private_instructor,17,391342
private_investigator,19,391343
private_line,11,391344
private_nuisance,15,391345
private_parts,12,391346
private_practice,15,391347
private_property,15,391348
private_road,11,391349
private_school,13,391350
private_security_force,20,391351
private_treaty,13,391352
privateer,9,54789
privateersman,13,391353
privately_held_corporation,24,391354
privateness,11,391355
privates,8,48726
privation,9,112192
privatisation,13,23401
privatization,13,15370
privet,6,76494
privet_andromeda,15,391356
privet_hedge,11,391357
privilege,9,8959
privilege_against_self_incrimination,33,391358
privilege_of_the_floor,19,391359
privine,7,391360
privy,5,31307
privy_council,12,391361
privy_purse,10,391362
prix_de_rome,10,391363
prix_fixe,8,391364
prix_goncourt,12,391365
prize,5,4300
prize_fight,10,391366
prize_money,10,391367
prize_ring,9,391368
prize_winner,11,391369
prizefight,10,245112
prizefighter,12,285872
pro,3,779
pro-choice_faction,17,391370
pro-life_faction,15,391371
pro-lifer,9,391372
proaccelerin,12,391373
probabilism,11,391374
probability,11,5099
probability_theorist,19,391375
probability_theory,17,391376
probable,8,10461
probable_cause,13,391377
probate,7,13731
probate_court,12,391378
probate_will,11,391379
probation,9,11510
probation_officer,16,391380
probationer,11,102517
probe,5,6343
probenecid,10,120187
probiotic,9,61953
probiotic_bacterium,18,391381
probiotic_flora,14,391382
probiotic_microflora,19,391383
probity,7,77332
problem,7,553
problem-oriented_language,24,391384
problem_solver,13,391385
problem_solving,14,391386
proboscidea,11,263071
proboscidea_arenaria,19,391387
proboscidea_fragrans,19,391388
proboscidea_louisianica,22,391389
proboscidean,12,391390
proboscidian,12,391391
proboscis,9,119217
proboscis_flower,15,391392
proboscis_monkey,15,391393
proboscis_worm,13,391394
procaine,8,111578
procaine_hydrochloride,21,391395
procarbazine,12,151368
procardia,9,179992
procaryote,10,391396
procavia,8,391397
procavia_capensis,16,391398
procaviidae,11,391399
procedure,9,2230
proceeding,10,7859
proceedings,11,3162
proceeds,8,7517
procellaria,11,391400
procellaria_aequinoctialis,25,391401
procellariidae,14,391402
procellariiform_seabird,22,391403
procellariiformes,17,391404
process,7,431
process-server,14,391405
process_cheese,13,391406
process_of_monition,17,391407
process_printing,15,391408
processed_cheese,15,391409
processing,10,1486
processing_time,14,391410
procession,10,24284
processional,12,92474
processional_march,17,391411
processor,9,3406
processus_coronoideus,20,391412
prochlorperazine,16,130856
prociphilus,11,391413
prociphilus_tessellatus,22,391414
proclamation,12,20094
proclivity,10,115580
procnias,8,391415
proconsul,9,161082
proconsulate,12,391416
proconsulship,13,391417
proconvertin,12,391418
procrastination,15,37135
procrastinator,14,82606
procreation,11,63157
procrustean_bed,14,391419
procrustean_rule,15,391420
procrustean_standard,19,391421
procrustes,10,253044
proctalgia,10,391422
proctitis,9,203944
proctocele,10,391423
proctologist,12,294357
proctology,10,289171
proctoplasty,12,391424
proctor,7,20827
proctorship,11,391425
proctoscope,11,391426
proctoscopy,11,391427
procural,8,391428
procurance,10,391429
procurator,10,78581
procurement,11,6010
procurer,8,200219
procuress,9,391430
procursive_epilepsy,18,391431
procyclidine,12,391432
procyon,7,124851
procyon_cancrivorus,18,391433
procyon_lotor,12,391434
procyonid,9,391435
procyonidae,11,391436
prod,4,12576
prodding,8,73233
prodigal,8,43675
prodigality,11,284758
prodigy,7,20938
prodroma,8,391437
prodrome,8,294927
produce,7,2273
producer,8,4208
producer_gas,11,391438
producer_price_index,18,391439
product,7,135
product-moment_correlation_coefficient,36,391440
product_development,18,391441
product_introduction,19,391442
product_line,11,391443
product_research,15,391444
production,10,884
production_cost,14,391445
production_line,14,391446
production_order,15,391447
productiveness,14,236182
productivity,12,4217
proenzyme,9,391448
prof,4,11108
profanation,11,247237
profaneness,11,391449
profanity,9,26932
professing,10,67037
profession,10,6576
professional,12,635
professional_association,23,391450
professional_baseball,20,391451
professional_basketball,22,391452
professional_boxing,18,391453
professional_dancer,18,391454
professional_football,20,391455
professional_golf,16,391456
professional_golfer,18,391457
professional_life,16,391458
professional_organisation,24,391459
professional_organization,24,391460
professional_person,18,391461
professional_relation,20,391462
professional_tennis,18,391463
professional_tennis_player,24,391464
professional_wrestling,21,391465
professionalisation,19,210113
professionalism,15,17129
professionalization,19,114291
professor,9,2001
professorship,13,48106
proffer,7,91753
proficiency,11,12633
profile,7,366
profiling,9,14950
profit,6,2314
profit-and-loss_statement,24,391466
profit_and_loss,13,391467
profit_and_loss_account,20,391468
profit_margin,12,391469
profit_sharing,13,391470
profit_taker,11,391471
profitability,13,12973
profitableness,14,391472
profiteer,9,167335
profiterole,11,391473
profits,7,5116
profligacy,10,176964
profligate,10,107022
profoundness,12,391474
profundity,10,115920
profuseness,11,391475
profusion,9,56214
progenitor,10,45158
progeny,7,29173
progeria,8,185374
progesterone,12,22163
progestin,9,63948
progestogen,11,168473
prognathism,11,391476
progne,6,391477
progne_subis,11,391478
prognosis,9,19019
prognostic,10,33780
prognostication,15,148940
prognosticator,14,215367
program,7,199
program_library,14,391479
program_line,11,391480
program_music,12,391481
program_trading,14,391482
programing,10,43483
programing_language,18,391483
programma,9,42190
programme,9,1436
programme_music,14,391484
programmed_cell_death,19,391485
programmer,10,8053
programming,11,1641
programming_error,16,391486
programming_language,19,391487
progress,8,1728
progress_report,14,391488
progression,11,10769
progressive,11,4436
progressive_aspect,17,391489
progressive_emphysematous_necrosis,32,391490
progressive_party,16,391491
progressive_rock,15,391492
progressive_tax,14,391493
progressive_tense,16,391494
progressive_vaccinia,19,391495
progressiveness,15,263276
progressivism,13,106315
progressivity,13,159008
progymnosperm,13,391496
prohibition,11,12795
prohibition_era,14,391497
prohibition_party,16,391498
prohibitionist,14,231614
project,7,288
projectile,10,34826
projection,10,5750
projection_screen,16,391499
projectionist,13,122537
projective_device,16,391500
projective_geometry,18,391501
projective_technique,19,391502
projective_test,14,391503
projector,9,6093
prokaryote,10,232293
prokayotae,10,391504
prokhorov,9,256623
prokofiev,9,51378
prolactin,9,44123
prolamine,9,391505
prolapse,8,54557
prolapsus,9,391506
prolate_cycloid,14,391507
prole,5,123775
prolegomenon,12,391508
prolepsis,9,391509
proletarian,11,62961
