Username,TypeOfGame,Result,Date,Accuracy%
Revital655,Game2,Lose,2024-02-05 19:07:53,5
Avi6572,Game2,Win,2024-01-01 19:44:23,15
Dafna9083,Game1,Win,2023-12-06 02:34:19,20
Esti2806,Game2,Win,2024-01-03 14:45:06,70
Lilach8672,Game2,Lose,2023-12-02 09:49:17,0
Yocheved,Game1,Win,2024-02-18 22:44:35,30
Aviad,Game2,Lose,2024-01-16 14:48:33,55
Leah5996,Game1,Win,2023-12-10 17:12:48,60
Roi9481,Game2,Win,2023-12-06 12:54:42,25
Lilach,Game1,Lose,2024-01-04 13:20:21,95
Natan5436,Game2,Lose,2023-12-01 23:54:57,20
Matan6372,Game1,Lose,2024-02-05 19:23:17,75
Yfat8008,Game2,Win,2023-12-24 15:55:17,75
Ilanit657,Game2,Lose,2024-03-04 08:51:33,45
Sarit,Game1,Lose,2024-02-25 15:43:32,5
Guy9946,Game1,Win,2023-12-10 19:17:48,25
Eitan1827,Game1,Lose,2023-12-01 13:51:51,75
Ziva,Game2,Win,2024-01-18 10:24:04,20
Leah,Game2,Lose,2024-02-06 20:49:06,95
Irit,Game2,Lose,2024-02-06 15:08:18,40
Yiska4315,Game2,Win,2024-01-03 13:53:31,30
Yuval871,Game2,Win,2024-02-22 03:56:15,25
Sivan6470,Game1,Win,2024-01-05 11:53:47,90
Shulamit6853,Game1,Lose,2023-12-31 06:55:32,80
Noya,Game2,Lose,2024-01-26 09:03:25,90
Avi3546,Game2,Win,2023-12-05 19:56:28,55
Tzipi1883,Game1,Win,2024-02-29 20:34:53,35
Moran,Game1,Win,2023-12-05 06:58:19,40
Limor4102,Game1,Lose,2023-12-18 17:06:12,35
Shirley1309,Game1,Lose,2024-01-09 17:38:41,15
Amram2249,Game2,Lose,2023-12-01 04:53:54,40
Ilanit,Game1,Lose,2024-02-21 06:29:37,25
Shulamit9291,Game1,Win,2024-01-29 17:48:44,90
Vardit1087,Game2,Win,2023-12-10 16:32:20,35
Yocheved,Game1,Lose,2024-02-12 10:07:41,60
Amram,Game1,Lose,2024-02-23 14:37:53,30
Inbar,Game2,Win,2023-12-20 11:56:01,55
Lilach9288,Game2,Win,2024-02-28 18:27:28,85
Shaked1540,Game2,Lose,2024-01-08 04:08:47,70
Udi5857,Game2,Win,2024-02-01 14:54:01,30
Shani3433,Game1,Lose,2024-02-26 07:00:34,95
Omri,Game2,Win,2024-01-04 01:53:39,5
Shlomo5543,Game1,Lose,2023-12-31 05:13:46,90
Eran,Game1,Lose,2024-02-14 08:00:40,55
Shira9097,Game2,Lose,2024-01-11 00:50:02,80
Tamar1673,Game2,Win,2024-02-02 14:14:55,5
Yaelle7712,Game1,Win,2024-02-27 09:00:40,25
Dudu,Game2,Win,2024-01-18 13:42:12,95
Yanai2080,Game1,Win,2024-02-09 15:08:53,55
Yaelle9094,Game1,Win,2023-12-01 18:38:52,95
Gideon,Game2,Lose,2024-01-04 20:30:34,90
Amalia5072,Game2,Win,2024-03-01 06:19:35,40
Yossi4647,Game1,Lose,2024-01-23 09:22:53,25
Yigal4577,Game1,Win,2024-03-03 11:26:37,95
Rachel4111,Game2,Win,2024-01-02 04:37:34,30
Ilanit8016,Game2,Lose,2023-12-11 13:52:18,10
Tova9899,Game2,Lose,2024-03-02 13:31:50,45
Shir,Game1,Win,2024-02-26 05:18:50,5
Yfat1672,Game2,Win,2024-02-11 15:21:09,70
Yifat8674,Game1,Lose,2024-01-21 23:13:25,75
Lior5292,Game2,Lose,2024-02-17 21:47:37,70
Orly51,Game2,Lose,2023-12-15 17:38:06,25
Amit,Game2,Lose,2024-02-13 21:32:28,25
Yakov,Game2,Win,2024-01-18 02:55:04,45
Sarit,Game1,Lose,2023-12-06 13:26:49,0
Moti1925,Game2,Win,2024-01-06 14:46:27,5
Ruth,Game2,Win,2023-12-09 21:25:56,15
Yiska4315,Game1,Lose,2024-02-24 05:58:22,100
Matan9128,Game2,Win,2023-12-28 08:02:12,90
Yaelle,Game2,Lose,2024-02-13 04:47:58,80
Yehoshua9860,Game2,Lose,2024-01-10 11:46:27,60
Yocheved3774,Game1,Win,2024-01-07 21:57:18,90
Hadar5386,Game1,Lose,2024-01-16 18:46:24,5
Shani7964,Game2,Win,2023-12-03 10:17:49,5
Sharon3110,Game2,Lose,2024-01-04 17:06:32,80
Shira,Game1,Lose,2024-02-28 08:06:03,30
Asnat,Game2,Lose,2023-12-23 22:43:02,35
Shira,Game1,Win,2023-12-18 21:40:56,50
Moti,Game2,Lose,2024-01-26 07:58:42,0
Zvi9659,Game2,Lose,2023-12-06 17:05:24,65
Gideon8995,Game2,Win,2024-01-01 16:33:59,60
Dudi,Game2,Lose,2024-02-05 05:55:22,85
Yifat8378,Game1,Win,2023-12-28 07:23:24,65
Shir3692,Game2,Lose,2024-01-26 18:46:16,5
Nir,Game1,Win,2024-02-25 12:54:39,0
Moran3490,Game2,Lose,2024-01-09 23:45:14,15
Tomer9955,Game1,Win,2024-03-03 18:44:44,20
Yariv9259,Game2,Win,2024-02-19 08:26:56,30
Nechama5368,Game2,Win,2024-01-19 05:09:43,100
Yitzhak6730,Game2,Lose,2024-02-09 23:44:39,100
Yiftach1646,Game1,Lose,2023-12-22 03:25:25,0
Dudu5007,Game2,Lose,2023-12-26 11:02:54,35
Shmuel3395,Game2,Win,2024-02-01 14:12:10,80
Yitzhak6964,Game2,Win,2024-02-15 00:55:21,100
Oded8989,Game2,Lose,2024-02-09 21:00:36,15
Shani3433,Game2,Lose,2024-01-02 14:14:01,0
Avi265,Game1,Lose,2024-01-15 19:45:31,70
Idan1282,Game1,Win,2024-02-28 04:01:55,5
Eitan7600,Game2,Lose,2024-02-27 04:15:16,60
Rachel2818,Game1,Win,2023-12-05 17:05:15,85
Ziva,Game2,Lose,2024-01-12 11:45:08,35
Revital655,Game1,Win,2024-01-04 07:28:56,0
Iris8953,Game1,Win,2024-02-03 22:10:04,5
Rina6716,Game1,Lose,2024-01-15 20:50:36,5
Vardit1087,Game2,Win,2024-01-29 20:40:08,40
Alon,Game2,Win,2023-12-15 22:18:16,20
Hila,Game1,Lose,2024-01-05 05:48:23,90
Yulia78,Game1,Win,2024-01-10 23:10:05,5
Ami,Game2,Lose,2024-01-13 07:14:42,30
Yuval3122,Game1,Lose,2023-12-15 15:49:34,95
Ilanit5738,Game1,Win,2023-12-20 00:35:21,35
Shmuel3838,Game2,Lose,2024-01-04 13:52:28,0
Oren1210,Game2,Lose,2024-01-30 12:49:42,5
Osnat3192,Game1,Win,2023-12-16 00:13:34,15
Yoni3390,Game2,Win,2024-02-19 17:58:19,45
Stav,Game2,Lose,2023-12-24 06:37:03,95
Vered1699,Game1,Lose,2024-01-07 07:03:48,10
Lilach8672,Game1,Lose,2024-03-03 09:55:03,35
Yaelle9094,Game2,Lose,2024-01-04 16:04:51,20
Yohanan,Game1,Win,2023-12-03 06:18:10,10
Yocheved8581,Game1,Win,2023-12-24 03:03:18,50
Shirley,Game1,Win,2024-01-11 19:39:39,65
Natan8583,Game2,Win,2023-12-06 08:01:06,20
Yiska8496,Game1,Win,2024-01-05 02:18:19,50
Dror4413,Game1,Win,2024-02-21 08:52:57,10
Vered,Game2,Lose,2023-12-19 12:59:14,15
Esti4521,Game1,Win,2024-01-01 22:44:31,15
Yishai2080,Game1,Lose,2024-01-08 11:15:50,65
Yaelle7712,Game1,Lose,2023-12-17 18:50:33,40
Vered1699,Game2,Win,2023-12-02 09:27:55,100
Sigal,Game1,Win,2023-12-21 03:46:05,60
Yaelle7712,Game1,Lose,2024-02-02 22:58:13,70
Nechama7436,Game1,Win,2024-02-22 05:36:52,10
Revital,Game1,Win,2023-12-13 03:06:20,40
Shirley,Game1,Lose,2024-01-16 04:01:38,70
Lilach9288,Game1,Win,2023-12-13 19:30:17,35
Yocheved3774,Game1,Lose,2024-02-24 02:01:24,45
Ayelet2331,Game2,Win,2023-12-17 10:24:20,95
Gideon5543,Game1,Win,2024-02-01 19:13:28,25
Asnat,Game2,Lose,2023-12-07 15:01:55,55
Eitan6732,Game2,Win,2023-12-17 07:32:14,90
Ami4562,Game2,Win,2024-01-17 21:09:07,45
Shulamit407,Game1,Win,2024-02-22 13:57:56,40
Lior5292,Game1,Lose,2023-12-25 01:07:27,45
Esti,Game2,Win,2024-02-28 08:32:04,95
Shirley1309,Game2,Win,2024-02-15 09:22:53,0
Yishai2209,Game1,Win,2024-02-28 00:22:09,65
Yitzhak4371,Game2,Lose,2024-02-02 19:42:01,70
Ilanit657,Game1,Lose,2024-02-20 19:11:29,70
Yossi4647,Game2,Win,2023-12-24 10:37:27,85
Michal,Game1,Win,2024-02-27 04:28:42,85
Avi386,Game1,Win,2024-01-30 14:22:33,75
Iris,Game2,Win,2023-12-30 03:34:23,45
Shirley3729,Game2,Lose,2024-02-07 10:26:34,85
Amira5100,Game1,Lose,2024-02-05 18:52:11,15
Nechama5368,Game2,Lose,2024-02-02 00:55:28,95
Tamar1673,Game1,Lose,2023-12-16 15:37:33,10
Iris,Game2,Win,2023-12-19 06:37:37,90
Noga,Game1,Lose,2024-02-17 04:51:20,85
Tali5497,Game1,Win,2024-02-28 21:27:25,100
Tzipi1883,Game2,Lose,2023-12-30 03:23:08,40
Roi,Game1,Win,2023-12-14 04:19:54,70
Avraham,Game1,Win,2024-01-24 22:47:25,40
Moti1925,Game2,Win,2024-01-15 21:49:18,0
Michal6806,Game1,Win,2023-12-16 16:45:39,80
Amram6787,Game2,Win,2024-01-03 08:10:27,65
Eitan6732,Game2,Win,2024-02-26 15:24:10,45
Itai8410,Game1,Win,2024-02-26 13:17:13,10
Leah6624,Game2,Lose,2024-02-11 00:59:35,5
Shani1927,Game1,Win,2024-02-01 21:21:27,20
Hadar2238,Game2,Lose,2024-01-18 13:08:22,85
Yossi,Game2,Win,2023-12-10 16:47:32,70
Ronen,Game1,Win,2023-12-14 02:53:08,25
Tzipi1745,Game1,Win,2023-12-31 07:09:25,85
Yaeli8083,Game2,Win,2024-01-07 01:19:27,35
Maya,Game1,Lose,2024-02-22 04:30:43,30
Moran134,Game1,Win,2024-02-06 22:22:01,30
Tamar,Game1,Win,2024-02-03 17:56:25,45
Nimrod6178,Game1,Lose,2023-12-31 06:46:12,60
Amalia4245,Game1,Lose,2024-01-14 19:51:50,50
Amira,Game1,Win,2024-02-09 14:55:09,85
Itai,Game2,Lose,2024-01-26 08:43:34,80
Uri,Game2,Lose,2024-02-13 05:56:06,60
Limor921,Game1,Lose,2024-02-12 18:21:08,65
Bracha8036,Game2,Lose,2024-02-23 14:57:56,30
Alon3413,Game2,Win,2024-02-22 01:26:00,20
Shaked,Game1,Lose,2024-01-01 09:17:42,60
Tuvia6024,Game1,Lose,2023-12-09 15:30:35,25
Sivan8326,Game2,Win,2023-12-12 00:18:38,20
Natan5436,Game2,Lose,2024-02-15 15:42:21,55
Sivan8326,Game1,Win,2024-02-12 21:19:19,30
Gadi8688,Game1,Lose,2024-01-29 16:18:13,80
Noam6461,Game1,Lose,2024-01-23 14:12:58,45
Orly51,Game2,Win,2023-12-09 20:19:28,95
Arik9401,Game1,Win,2023-12-15 06:15:08,65
Yuval3122,Game1,Win,2024-02-17 05:47:03,70
Kfir5453,Game2,Lose,2024-01-03 10:41:59,45
Vardit5989,Game1,Lose,2023-12-25 22:10:56,45
Avital,Game2,Lose,2024-02-20 01:59:03,60
Vered1699,Game2,Lose,2023-12-03 17:09:06,5
Sivan,Game1,Win,2023-12-03 03:07:09,30
Moti1925,Game1,Lose,2023-12-05 01:17:38,60
Yonina,Game2,Win,2024-01-08 13:51:20,95
Lilach6642,Game2,Win,2024-01-01 02:46:24,75
Zohar,Game1,Win,2024-01-03 19:30:26,95
Noya,Game1,Lose,2023-12-25 10:27:37,60
Nurit3356,Game2,Lose,2023-12-12 18:34:00,20
Oz,Game1,Lose,2023-12-01 12:06:49,70
Yaniv,Game2,Lose,2023-12-30 12:30:16,50
Roi9481,Game2,Win,2024-01-21 11:50:05,25
Shirley,Game1,Win,2024-01-06 22:40:22,25
Orit,Game1,Lose,2023-12-04 05:33:28,70
Avraham891,Game1,Win,2024-02-03 22:14:14,0
Hila,Game2,Lose,2023-12-02 23:23:25,15
Lilach9288,Game1,Win,2024-02-01 09:19:17,5
Nurit,Game1,Lose,2024-02-06 15:48:18,30
Yitzhak6730,Game1,Lose,2023-12-20 12:27:40,80
Maya728,Game2,Lose,2024-01-14 15:48:33,20
Yfat9326,Game2,Win,2024-01-17 10:22:12,85
Tal,Game1,Lose,2024-01-02 10:47:02,40
Nurit3356,Game1,Win,2024-02-17 08:47:58,80
Yocheved3774,Game1,Lose,2024-01-07 10:41:37,40
Yitzhak6730,Game2,Lose,2024-01-31 18:10:23,20
Tamar,Game2,Win,2024-02-04 14:26:18,80
Chen4286,Game2,Win,2024-02-06 00:30:40,70
Noa4796,Game1,Win,2024-02-02 10:09:14,45
Maya728,Game2,Win,2023-12-05 08:43:58,45
Yakov,Game2,Lose,2023-12-11 06:17:15,35
Noa437,Game1,Lose,2023-12-24 10:45:07,65
Mira,Game1,Win,2024-01-02 20:13:45,30
Alon6049,Game1,Win,2023-12-18 21:30:44,65
Shira,Game1,Win,2023-12-02 14:45:30,30
Yair407,Game1,Win,2024-01-24 06:11:55,60
Omri,Game1,Win,2024-01-21 01:09:53,75
Dudu7621,Game2,Win,2023-12-20 10:41:27,25
Leah9650,Game1,Lose,2024-01-10 00:45:00,85
Ofir,Game1,Lose,2024-01-22 17:32:19,10
Yossi9263,Game2,Lose,2024-01-06 12:28:42,5
Gadi9935,Game1,Win,2023-12-10 17:47:22,95
Eli,Game2,Lose,2023-12-24 05:21:53,10
Esti5198,Game1,Lose,2024-02-15 03:31:39,95
Nechama5368,Game2,Lose,2024-01-29 20:06:27,30
Yanai,Game2,Win,2023-12-02 19:44:22,70
Dror2197,Game2,Win,2024-02-29 06:30:29,10
Shmuel3001,Game1,Win,2023-12-11 00:24:02,75
Tomer1314,Game1,Win,2024-01-04 09:41:23,5
Shani3433,Game1,Lose,2023-12-13 23:32:00,45
Yehudit848,Game1,Lose,2024-02-23 07:44:52,50
Lilach4779,Game1,Win,2024-01-24 05:20:54,65
Dafna9083,Game1,Win,2024-02-10 05:49:33,70
Esti5198,Game2,Lose,2024-02-08 04:25:24,70
Bracha3350,Game2,Win,2024-01-28 06:14:42,65
Liat,Game2,Lose,2024-01-27 00:10:28,65
Osnat9682,Game1,Lose,2024-02-02 02:32:52,85
Maya,Game1,Win,2023-12-30 12:12:19,90
Avi265,Game2,Lose,2024-01-27 01:29:16,15
Dafna,Game1,Lose,2024-02-26 07:54:58,30
Noam8049,Game1,Lose,2024-01-29 15:52:16,70
Zvi9659,Game1,Win,2024-01-28 09:33:31,10
Shani578,Game1,Lose,2023-12-21 12:40:47,100
Anat7863,Game1,Lose,2024-03-01 21:02:54,60
Shay,Game1,Lose,2023-12-28 19:48:12,30
Idan,Game1,Lose,2024-02-07 04:55:33,100
Shlomo5091,Game1,Lose,2024-03-01 03:11:58,60
Shirley5294,Game2,Lose,2024-02-23 04:29:47,45
Nimrod,Game2,Lose,2024-01-04 20:07:22,85
Eyal,Game2,Lose,2024-01-02 09:37:42,90
Yfat1672,Game2,Lose,2023-12-06 21:58:16,100
Dana5937,Game2,Lose,2024-02-13 08:45:19,85
Yael,Game1,Lose,2024-02-02 20:35:49,30
Hadar5386,Game1,Lose,2024-02-08 18:48:49,80
Noam2968,Game1,Win,2023-12-13 07:05:23,55
Amir2862,Game2,Lose,2024-02-22 10:28:51,70
Gadi9935,Game2,Win,2023-12-29 20:14:17,20
Stav,Game2,Lose,2024-01-13 19:11:58,75
Shirley3729,Game2,Win,2024-02-15 23:08:56,30
Revital9592,Game1,Lose,2023-12-03 20:21:04,40
Yaelle,Game1,Win,2024-01-15 21:25:13,75
Rachel4111,Game1,Win,2024-02-12 15:10:13,80
Uri3179,Game1,Win,2024-01-23 18:46:06,35
Avi,Game1,Lose,2024-01-02 17:57:16,15
Shira7763,Game1,Win,2024-01-31 17:07:53,90
Amir2598,Game2,Win,2024-01-28 07:50:33,10
Yigal,Game1,Lose,2023-12-03 12:47:18,80
Yitzhak4371,Game1,Lose,2024-02-02 15:42:44,35
Hadar5460,Game1,Win,2023-12-05 07:07:26,75
Yiftach8620,Game1,Lose,2023-12-25 10:48:08,80
Noa437,Game2,Win,2024-03-02 09:05:38,85
Amir2598,Game2,Win,2024-02-19 01:08:15,40
Ilanit8016,Game1,Win,2024-01-04 18:54:30,75
Lilach4779,Game2,Win,2024-02-04 10:24:04,35
Avital1065,Game2,Win,2024-02-08 08:50:45,15
Gideon9301,Game2,Lose,2024-01-03 09:49:36,100
Shira,Game2,Win,2024-01-19 17:04:13,10
Yitzhak6964,Game2,Lose,2024-01-31 16:34:05,15
Yanai,Game1,Lose,2024-01-06 06:12:28,80
Chaya8681,Game1,Win,2023-12-26 19:08:54,5
Lilach1093,Game2,Win,2024-02-09 18:46:59,25
Elad,Game2,Lose,2024-02-12 12:29:40,85
Shulamit6853,Game2,Lose,2023-12-02 12:34:18,100
Shmuel1734,Game1,Win,2023-12-03 05:06:24,55
Amalia5072,Game1,Lose,2023-12-30 21:56:19,45
Yishai3414,Game2,Win,2024-01-12 06:35:44,45
Tova,Game2,Lose,2024-02-04 00:32:30,85
Yaelle9094,Game2,Lose,2023-12-16 23:56:55,75
Shlomit,Game1,Lose,2023-12-24 14:05:46,45
Yishai,Game2,Win,2024-02-02 01:18:06,50
Arik9401,Game1,Lose,2024-02-01 07:31:07,90
Noa1394,Game2,Lose,2024-01-11 17:14:59,25
Keren7544,Game2,Lose,2024-02-25 19:14:52,80
Dror,Game2,Win,2023-12-27 22:20:16,40
Shmuel3395,Game2,Lose,2024-01-28 10:47:37,5
Rachel4111,Game2,Lose,2024-02-06 18:56:40,75
Bracha8694,Game1,Lose,2024-01-04 11:38:10,95
Yitzhak4371,Game1,Lose,2024-01-26 02:34:43,60
Shulamit9291,Game1,Win,2024-02-02 15:42:52,55
Matan9128,Game1,Win,2024-02-19 15:53:36,85
Omri9575,Game1,Lose,2023-12-31 07:33:00,35
Yocheved,Game2,Lose,2024-02-02 06:25:59,100
Tal6638,Game1,Win,2024-02-01 12:19:42,65
Yariv9259,Game1,Lose,2024-02-01 06:43:26,5
Ron9550,Game1,Lose,2023-12-31 08:00:27,15
Dana65,Game1,Win,2023-12-04 22:32:13,45
Shani3433,Game1,Lose,2024-01-21 00:32:45,65
Michal6806,Game2,Lose,2023-12-15 08:49:10,35
Shulamit1324,Game2,Win,2023-12-20 02:56:31,0
Kfir456,Game2,Win,2023-12-23 21:01:14,55
Yonatan3609,Game1,Lose,2023-12-10 11:18:43,15
Ziva,Game2,Lose,2024-02-03 06:31:35,40
Bar,Game1,Lose,2024-01-05 17:11:59,55
Lilach,Game1,Lose,2024-02-26 12:04:46,90
Yaelle2993,Game1,Lose,2024-02-15 00:39:52,0
Lior5292,Game1,Lose,2024-02-26 18:41:50,85
Yfat9204,Game2,Win,2024-01-16 01:46:55,40
Noam6461,Game2,Win,2023-12-19 02:10:08,90
Hadar5460,Game1,Lose,2024-01-24 08:04:01,90
Nurit3356,Game2,Lose,2024-01-02 15:09:05,70
Yifat4581,Game1,Lose,2024-01-14 10:50:54,15
Omer8052,Game1,Win,2024-02-07 04:25:41,95
Hadar5460,Game1,Win,2023-12-19 14:24:13,15
Noya,Game2,Lose,2023-12-08 12:51:08,25
Alon6049,Game2,Lose,2024-03-02 06:04:33,20
Nurit3356,Game1,Win,2023-12-21 08:15:08,60
Ami4562,Game1,Win,2024-01-18 20:36:18,55
Yehudit,Game1,Win,2023-12-27 15:22:59,15
Amalia4245,Game1,Win,2024-01-03 18:42:44,35
Yonina4263,Game1,Win,2024-02-12 14:43:40,90
Revital655,Game1,Lose,2023-12-02 04:31:06,90
Yiska,Game2,Lose,2023-12-21 06:59:43,45
Yfat8008,Game2,Lose,2024-01-17 12:17:13,45
Nir8054,Game1,Win,2024-02-24 02:47:15,30
Gideon5543,Game2,Win,2023-12-17 18:14:24,20
Yiftach,Game2,Win,2024-02-16 01:58:14,70
Omri,Game1,Lose,2023-12-11 09:22:22,5
Orit,Game2,Lose,2024-02-03 10:13:26,100
Rachel2818,Game2,Lose,2024-01-11 19:13:06,95
Tomer,Game1,Win,2024-01-19 19:14:52,30
Gal,Game2,Win,2024-02-05 00:17:47,15
Osnat9682,Game2,Lose,2023-12-11 09:08:39,25
Noya,Game2,Lose,2023-12-28 21:29:32,25
Amram6787,Game2,Lose,2024-02-19 07:27:25,15
Noa1394,Game2,Lose,2023-12-25 17:07:29,35
Tamar,Game1,Win,2023-12-29 12:39:06,45
Shmuel,Game1,Lose,2024-02-17 21:41:06,65
Yoel2644,Game1,Win,2024-02-04 16:34:30,55
Gadi,Game1,Win,2023-12-05 09:28:32,10
Yoel2644,Game2,Lose,2024-01-26 13:14:48,95
Limor921,Game2,Lose,2024-02-07 22:51:28,40
Yuval3122,Game2,Lose,2024-01-31 22:58:22,5
Shoham,Game2,Win,2023-12-13 09:51:56,20
Yanai2080,Game1,Win,2024-01-29 06:43:02,40
Shirley5294,Game2,Lose,2024-02-20 01:00:45,45
Tali,Game2,Lose,2023-12-20 05:52:13,40
Yitzhak6530,Game2,Win,2024-01-16 10:46:15,60
Ronen3956,Game1,Win,2024-02-23 13:59:23,85
Nimrod,Game2,Win,2024-01-24 14:53:00,85
Sigal,Game2,Win,2024-02-24 20:10:02,50
Yiftach9761,Game1,Win,2024-02-27 00:59:38,60
Yonina4263,Game1,Win,2023-12-14 14:11:32,10
Yfat9204,Game2,Win,2024-01-10 10:29:10,65
Orly51,Game2,Lose,2024-01-05 05:15:35,100
Tali4817,Game2,Win,2024-02-07 01:13:48,55
Noga,Game2,Win,2024-01-24 21:10:45,15
Yehudit,Game2,Win,2023-12-29 13:45:56,20
Lilach9288,Game1,Win,2024-01-18 03:16:10,60
Yifat4581,Game2,Lose,2024-01-01 14:12:03,35
Shmuel592,Game2,Win,2023-12-30 15:56:14,70
Irit9043,Game1,Lose,2024-02-07 18:48:31,65
Yaeli8083,Game2,Win,2024-02-02 07:19:36,100
Stav1982,Game2,Win,2023-12-16 08:50:36,55
Idan,Game1,Win,2024-01-31 16:13:18,70
Ziva,Game2,Lose,2024-02-26 06:35:32,45
Tomer1314,Game1,Win,2024-01-18 00:53:13,40
Tali,Game2,Win,2024-01-31 01:00:12,10
Orit3713,Game2,Lose,2024-01-31 08:53:01,30
Yehoshua9860,Game2,Win,2024-02-13 01:37:44,45
Shoham8629,Game1,Win,2024-01-23 05:18:58,95
Ilanit5060,Game2,Win,2024-02-18 02:41:59,15
Yehoshua,Game2,Lose,2024-01-18 05:20:58,60
Noam,Game1,Lose,2023-12-29 13:12:58,75
Yishai804,Game1,Lose,2024-01-29 12:10:07,70
Shirley5294,Game2,Lose,2024-01-03 09:11:10,35
Shalom1604,Game1,Lose,2024-01-09 23:45:08,65
Yael,Game1,Win,2024-02-14 06:07:13,95
Lior,Game1,Win,2024-01-20 10:29:52,40
Yaelle7712,Game1,Win,2024-01-03 13:21:28,90
Matan,Game2,Win,2024-02-26 17:41:54,5
Avi386,Game1,Lose,2023-12-27 23:14:07,25
Yfat9326,Game1,Win,2024-03-03 13:25:32,10
Bracha8036,Game1,Win,2024-02-17 01:45:38,15
Eitan1827,Game2,Lose,2024-02-12 03:16:50,30
Avi386,Game1,Lose,2024-02-29 15:09:23,5
Omri,Game1,Lose,2024-01-30 12:49:40,50
Tal6638,Game2,Win,2024-01-09 00:41:04,5
Sivan,Game2,Lose,2023-12-17 04:08:18,45
Shmuel3838,Game1,Win,2024-01-27 15:27:00,5
Avraham9344,Game2,Lose,2024-01-11 03:00:50,70
Yonina,Game2,Lose,2024-02-29 02:59:16,60
Gal7573,Game2,Win,2024-01-10 14:32:40,70
Erez,Game2,Lose,2024-01-02 21:16:15,85
Yossi4647,Game2,Lose,2024-02-26 03:55:08,65
Leah6624,Game2,Lose,2024-01-18 13:25:55,55
Itai8410,Game1,Lose,2024-02-08 14:07:26,85
Limor921,Game2,Win,2024-01-22 18:23:25,50
Ron9550,Game1,Lose,2024-01-07 08:09:37,100
Avital1065,Game1,Lose,2023-12-23 05:04:19,70
Oded8989,Game1,Win,2024-02-27 13:30:09,40
Alon6049,Game2,Win,2023-12-06 11:09:13,80
Moti1925,Game1,Lose,2024-02-09 21:11:58,45
Eitan,Game1,Lose,2023-12-01 03:19:21,30
Yfat,Game1,Lose,2024-01-11 02:26:18,45
Hadar5386,Game1,Lose,2023-12-17 17:17:14,10
Lilach,Game2,Lose,2023-12-26 22:44:41,20
Amira9390,Game2,Lose,2023-12-22 23:40:52,95
Yonatan3609,Game2,Lose,2023-12-12 06:53:16,95
Omri9575,Game2,Lose,2023-12-06 11:57:00,70
Yonatan,Game1,Win,2024-02-13 10:32:28,5
Sigalit,Game2,Win,2024-02-29 10:26:25,60
Yocheved8045,Game1,Lose,2024-02-22 16:34:29,55
Sapir895,Game1,Lose,2023-12-29 06:20:15,95
Stav1982,Game2,Lose,2023-12-12 12:22:51,30
Orly4755,Game1,Lose,2024-02-07 17:57:45,15
Shirley1309,Game1,Lose,2024-03-04 05:57:33,95
Tamar3964,Game2,Lose,2024-01-05 00:12:20,80
Asaf7800,Game1,Lose,2024-01-14 05:30:17,35
Shira7763,Game2,Lose,2023-12-25 12:27:33,5
Esti5198,Game2,Lose,2024-02-21 02:13:53,95
Tom8205,Game2,Win,2024-02-03 11:19:38,85
Sharon,Game2,Win,2024-01-13 19:29:29,10
Zohar,Game1,Win,2024-01-07 01:36:03,30
Zohar,Game2,Lose,2024-02-10 01:02:53,30
Nimrod,Game1,Win,2023-12-03 12:18:07,65
Irit6913,Game1,Lose,2023-12-10 09:49:08,80
Yulia78,Game2,Win,2024-02-11 07:54:53,15
Yakov,Game2,Win,2024-02-18 05:41:10,70
Bracha3350,Game1,Lose,2024-01-12 08:44:06,25
Yardena,Game2,Win,2023-12-28 06:24:08,70
Eran,Game1,Win,2023-12-10 22:58:46,90
Nirit,Game1,Win,2023-12-21 09:49:46,75
Ron9550,Game2,Win,2023-12-28 19:10:59,55
Sarit6840,Game2,Lose,2024-01-11 21:56:24,45
Lior,Game1,Lose,2023-12-05 15:39:18,35
Shaked,Game1,Lose,2024-02-19 04:13:11,60
Yifat8378,Game2,Lose,2024-02-05 17:52:13,30
Limor4102,Game2,Win,2024-02-13 14:08:39,90
Shoham,Game1,Win,2024-02-10 09:17:39,100
Mira,Game1,Lose,2023-12-16 02:14:26,0
Kfir456,Game1,Win,2024-01-31 21:47:20,95
Yulia78,Game2,Lose,2024-02-09 08:11:09,85
Sapir,Game2,Lose,2024-01-09 21:26:42,85
Osnat9682,Game1,Lose,2024-01-21 01:47:21,100
Yulia8617,Game1,Lose,2024-02-10 10:49:29,45
Yiska4315,Game2,Lose,2023-12-31 12:55:42,20
Omer8052,Game2,Lose,2024-01-20 00:29:53,75
Yfat,Game1,Win,2023-12-30 16:56:12,55
Amalia5072,Game2,Lose,2024-01-06 14:36:46,5
Noya,Game2,Lose,2023-12-21 21:15:55,5
Amira5100,Game2,Win,2023-12-10 02:48:30,50
Sigalit,Game2,Lose,2023-12-19 20:11:23,100
Yifat4581,Game1,Win,2023-12-31 03:03:57,65
Bracha3350,Game2,Lose,2024-02-11 22:13:06,50
Shani1927,Game1,Win,2024-02-12 18:12:12,100
Eli9910,Game1,Lose,2024-01-10 12:37:25,10
Sivan4483,Game1,Lose,2024-01-18 16:18:17,40
Yehudit3439,Game1,Win,2024-02-29 13:18:21,50
Yuval,Game1,Win,2024-03-01 13:32:58,5
Eitan1827,Game2,Win,2023-12-02 16:55:15,15
Tamar,Game1,Lose,2024-03-01 16:46:29,60
